Media tiempo;Desviacion estandar tiempo;Varianza tiempo;Entropia tiempo;kurtosis tiempo;MSE tiempo;Tiempo en alcanzar el pico maximo en frecuencia;RMS tiempo;Peak2peak tiempo;TIEMPO peak2rms;TIEMPO ENERGIA;TIEMPO CRUCES POR CERO;TIEMPO DENSIDAD DE NUMERO DE PICOS SOBRE RMS;Picos;Max. Frecuencia;Entropia frecuencia;Media frecuencia;Desviacion estandar frecuencia;Varianza frecuencia;Energia senal;Kurtosis frecuencia;MSE frecuencia;Valor FFT umbral 10Hz - 20 Hz   ;Frequency FFT umbral 10Hz - 20 Hz   ;FFT umbral 20Hz - 30 Hz   ;Frecuecia umbral 20-30;FFT rms;FFT peak2rms;FFT ENERGIA;FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS;FFT 2DO PICO MAS ALTO;FREC 2do PICO en FFT;FFT 3ER PICO MAS ALTO;FREC 3er pico FFT;WAV A6 FFT VMAX;FREC MAX WAV A6;WAV A6 FFT frec media;WAV D6 FFT VMAX;FREC MAX WAV D6;WAV D6 FFT frec media;WAV D5 FFT VMAX;FREC MAX WAV D5;WAV D5 FFT frec media;WAV D4 FFT VMAX;FREC MAX WAV D4;WAV D4 FFT frec media;WAV D3 FFT VMAX;FREC MAX WAV D3;WAV D3 FFT frec media;WAV D2 FFT VMAX;FREC MAX WAV D2;WAV D2 FFT frec media;WAV D1 FFT VMAX;WAV D1 FFT frec media;WAV MEDIA DE LA ENERGIA;percentage of energy D6;percentage of energy D5;percentage of energy D4;percentage of energy D3;percentage of energy D3;percentage of energy D1;percentage of energy A6;WAV A6 (RMS) root-mean-square ;WAV A6 the difference between the maximum and minimum values;WAV A6 the ratio of the largest absolute value to the root-mean-square (RMS).;WAV D6 (RMS) root-mean-square ;WAV D6 the difference between the maximum and minimum values;WAV D6 the ratio of the largest absolute value to the root-mean-square (RMS).;WAV D5 (RMS) root-mean-square ;WAV D5 the difference between the maximum and minimum values;WAV D5 the ratio of the largest absolute value to the root-mean-square (RMS).;72 WAV D4 (RMS) root-mean-square ;WAV D4 the difference between the maximum and minimum values;WAV D4 the ratio of the largest absolute value to the root-mean-square (RMS).;WAV D3 (RMS) root-mean-square ;WAV D3 the difference between the maximum and minimum values;WAV D3 the ratio of the largest absolute value to the root-mean-square (RMS).;WAV D2 (RMS) root-mean-square ;WAV D2 the difference between the maximum and minimum values;WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).;WAV D1 (RMS) root-mean-square ;WAV D1 the difference between the maximum and minimum values;WAV D1 the ratio of the largest absolute value to the root-mean-square (RMS).;Energía de las componentes de la senal;ang_seg_mom;area;circularity;contrast;correlation;elongation;entropy;form;inv_diff_mom;kurtosis;maximum;mean;median;minimum;mode;perimeter;skewness;solidity;std_dev;x_center_mass;x_centroid;x_centroid_cm_diff;y_center_mass;y_centroid;y_centroid_cm_diff
0,101718847;0,522051918;0,337693779;0;0,025297423;0,717524582;0,129251701;0,522048887;0,43823634;0,1444075;0,267247882;0,414689486;0,428514766;0,129251701;0,096330275;0;0,237307041;0,174125489;0,031355924;0,267247882;0,031355924;0,153977136;0,078434918;0,161005435;0,074905792;0,277799006;0,410839612;0,313484912;0,243680955;0,16607972;0,344243917;0,06446922;0,358864195;0,038240918;0,01636169;0,567567568;0,066114439;0,18354883;0,757575758;0,187600372;0,48854907;0,796875;0,474721956;0,298477591;0,1875;0,38643415;0,16559345;0,176706827;0,155435386;0,044960871;0,397565923;0,119452979;0,361150944;0,382404799;0,27456511;0,056293357;0,566519581;0,576141761;0,085942112;0,019425349;0,082279665;0,006346902;0,068675242;0,083359779;0,182440562;0,216063944;0,249513146;0,597753073;0,536199974;0,50549582;0,421098959;0,519368006;0,481653524;0,232482063;0,201052645;0,213099174;0,215592459;0,077135477;0,131925036;0,432786574;0,324596689;0,175353982;0,242593443;0,399809439;0,945752175;391250;0,820646942;0,01160448;0,944923823;0,998402556;0,303534651;0,000780756;0,9973472;63,65250542;165;61,17734952;60;60;60;2447,676;7,771883717;1;8,212381755;0,386838868;0,386223862;-0,000615006;0,44935806;0,448644793;-0,000713267
0,095085111;0,256448469;0,115558823;0;0,019312843;0,882162557;0,136054422;0,256449156;0,23470717;0,17477258;0,097566042;0,397665935;0,540922287;0,136054422;0,348623853;0;0,103170468;0,069012346;0,005225675;0,097566042;0,005225675;0,258759329;0,157713502;0,56861413;0,130495949;0,152464654;0,203091983;0,489148346;0,078153766;0,244941396;0,215467729;0,073194377;0,170951407;0,089866157;0,024095722;0,621621622;0,095474543;0,11770598;0,878787879;0,094171921;0,119178957;0,875;0,113081256;0,253559491;0,2265625;0,247127917;0,12615234;0,036144578;0,124026653;0,073314353;0,202839757;0,201652887;0,384526302;0,253580304;0,098110981;0,04342948;0,115060362;0,729600416;0,154530647;0,125363866;0,115409461;0,011087121;0,072054507;0,084123516;0,197139696;0,112376697;0,06950065;0,174030714;0,144413966;0,127569622;0,39391317;0,357345826;0,403556391;0,367352837;0,15686096;0,15362099;0,163166362;0,140253642;0,067818282;0,089465194;0,215844467;0,070830509;0,105880836;0,249091751;0,997666314;343982;0,820837923;0,000562033;0,862195144;0,998296422;0,01607903;0,000832488;0,999835467;2025,26955;125;60,02849277;60;60;60;2294,796;43,13622916;1;1,047403471;0,366543665;0,365928659;-0,000615006;0,425820257;0,42510699;-0,000713267
0,088979275;0,361977126;0,191335385;0;0,024473064;0,835028864;0,115646259;0,362004624;0,406054705;0,182663796;0,261232838;0,269375052;0,511188418;0,115646259;0,142201835;0;0,162735633;0,075190252;0,006154642;0,261232838;0,006154642;0,193067272;0,210685791;0,00951087;0,076575457;0,211310661;0,202239087;0,33007889;0,171382831;0,265174174;0,196113121;0,062045565;0,196616591;0,086042065;0,009849637;0,621621622;0,050826425;0,039441447;0,696969697;0,06598374;0,181911368;0,90625;0,210160662;0,176966239;0,2890625;0,2431419;0,131506255;0,16064257;0,149081942;0,073159196;0,184584178;0,132841555;0,45943935;0,137654246;0,265700073;0,019644794;0,290055878;0,659369689;0,207662273;0,067843193;0,044328486;0,023612298;0,051040198;0,089266035;0,269228579;0,083909101;0,076016085;0,414417862;0,296277919;0,281306829;0,420792274;0,425571524;0,552467408;0,523968457;0,234323808;0,184291449;0,09427397;0,126724796;0,069688061;0,085352215;0,153379604;0,070014581;0,174944653;0,152909774;0,943586607;391250;0,820646942;0,0208128;0,872260718;0,998402556;0,290318505;0,000780756;0,9949856;78,84038553;190;60,99364345;60;60;60;2447,676;8,468205161;1;7,247088777;0,389298893;0,388683887;-0,000615006;0,452211127;0,45149786;-0,000713267
0,093012447;0,38374168;0,2090108;0;0,01578835;0,876980409;0,108843537;0,383753014;0,332455536;0,158409;0,208518361;0,178335409;0,586342528;0,108843537;0,123853211;0;0,13752508;0,080807087;0,007065014;0,208518361;0,007065014;0,146854247;0,085565239;0,03125;0,046176237;0,671379442;0,265440934;0,386106627;0,254486238;0,221537917;0,263029277;0,040717402;0,275049245;0,07791587;0,022192762;0,621621622;0,114433307;0,094672746;0,651515152;0,161505674;0,195757533;0,703125;0,20749347;0,249254697;0,1640625;0,308132766;0,162240336;0,279116466;0,18703559;0,037620265;0,283975659;0,085998206;0,471170439;0,158131402;0,210293042;0,047190077;0,197957848;0,73881302;0,260822633;0,022235617;0,038145621;0,018648518;0,058114287;0,154675211;0,517941777;0,164210401;0,095588039;0,152053725;0,251424201;0,168928996;0,199511661;0,469507765;0,506365569;0,344677499;0,278477879;0,332276962;0,269305252;0,060892685;0,039253668;0,119481556;0,145212939;0,045773345;0,097110545;0,170048192;0,919249402;405132;0,820597317;0,026850698;0,915594142;0,998430141;0,43057374;0,000767307;0,994881779;44,77434866;190;61,81438889;60;60;60;2490,796;6,449534086;1;10,37444227;0,394833948;0,394218942;-0,000615006;0,458630528;0,457917261;-0,000713267
0,086065589;0,368618605;0,196654847;0;0,017651933;0,880456331;0,115646259;0,368608348;0,27807046;0,13600484;0,140027321;0,119352675;0,534366788;0,115646259;0,036697248;0;0,16544847;0,158136939;0,025966599;0,140027321;0,025966599;0,071484062;0,070905596;0,701766304;0,046429106;0,516239969;0,315370137;0,471778633;0,157413901;0,102319215;0,378759475;0,038293747;0,386860941;0,052581262;0,024700142;0,621621622;0,042925692;0,216492912;0,939393939;0,222775721;0,24042078;0,921875;0,381590501;0,304398418;0,0078125;0,285125826;0,073177429;0,124497992;0,118674369;0,045675013;0,302231237;0,117094335;0,357880481;0,13622297;0,142028255;0,095389514;0,451008842;0,711519354;0,066213499;0,027353685;0,024200307;0,001792127;0,053815879;0,056414528;0,127346506;0,24075205;0,147314845;0,153902355;0,371124435;0,234329609;0,189024962;0,448343597;0,382823801;0,18941349;0,127801967;0,090673715;0,069831223;0,067382096;0,026046064;0,035130102;0,098026858;0,033861858;0,116137544;0,296686235;0,931952352;366630;0,8207418;0,01135988;0,96328589;0,998349835;0,383217752;0,000806456;0,997271999;54,17132464;197;61,64648829;60;60;60;2369,276;7,103624972;1;10,29972134;0,431119311;0,430504305;-0,000615006;0,500713267;0,5;-0,000713267
0,110561827;0,235736175;0,102617976;0;0,020269297;0,846035751;0,129251701;0,235752369;0,198013664;0,14379155;0,083776598;0,525002096;0,549538085;0,129251701;0,266055046;0;0,128390622;0,09595944;0,009833328;0,083776598;0,009833328;0,165966118;0,078698351;0,103940217;0,096645134;0,085212075;0,192313454;0,417806035;0,071807022;0,181180892;0,215321506;0,06446922;0,167939381;0,050669216;0,017301927;0;0,025673476;0,074941216;0,878787879;0,100807142;0,206403132;0,625;0,216405607;0,20427059;0,1328125;0,232975436;0,060462752;0,301204819;0,086454726;0,040602714;0,748478702;0,110768073;0,314632928;0,328766226;0,086221165;0,053768483;0,320218411;0,671231151;0,073160916;0,049821393;0,183792093;0,007250342;0,023656848;0,01367597;0,135154042;0,111634721;0,126673583;0,5124479;0,228870989;0,162411202;0,22687154;0,32705419;0,350238158;0,315702933;0,098625618;0,063084767;0,049127133;0,070781842;0,066327427;0,188668378;0,276039776;0,134028627;0,194642766;0,288270375;0,981390883;365420;0,820746708;0,004744858;0,894153835;0,998347107;0,107345831;0,000807785;0,998822923;257,5462785;144;60,27032182;60;60;60;2365,356;15,33625725;1;3,504621616;0,399753998;0,399138991;-0,000615006;0,464336662;0,463623395;-0,000713267
0,09883642;0,515584284;0,331046291;0;0,022208647;0,647618199;0,12244898;0,515601228;0,349929457;0,118423328;0,33632916;0,114260343;0,505553085;0,12244898;0,105504587;0;0,25553403;0,140668001;0,020658529;0,33632916;0,020658529;0,12621465;0,167257564;0,027173913;0,040501426;0,069163164;0,348715604;0,339604711;0,387191103;0,285313984;0,340015433;0,045564712;0,361091482;0,078871893;0,007089954;0,851351351;0,107071453;0,104838235;0,742424242;0,114421258;0,247931797;0,7421875;0,313137015;0,282739304;0,2109375;0,366515741;0,197585822;0,170682731;0,248600633;0,044391686;0,187626775;0,104769894;0,12587089;0,041778484;0,34423598;0,022418158;0,297729279;0,6917819;0,238600948;0,02105056;0,004148185;0,053855738;0,042765;0,153936964;0,727503439;0,140847156;0,083552862;0,150234314;0,390136131;0,347177287;0,415285918;0,567634239;0,501205101;0,232918419;0,335160352;0,404949682;0,26437127;0,078153409;0,126798613;0,42418866;0,029741318;0,012178012;0,08356937;0,213019597;0,947289404;367842;0,820736908;0,01581004;0,915329643;0,998352554;0,288529612;0,00080513;0,996494661;77,78606673;176;61,07131866;60;60;60;2373,196;8,442466904;1;7,826543905;0,374538745;0,373923739;-0,000615006;0,435092725;0,434379458;-0,000713267
0,098626641;0,483515659;0,298998993;0;0,012465389;0,911656698;0,115646259;0,483471098;0,307152711;0,09625328;0,161423818;0,274745368;0,632699268;0,115646259;0,077981651;0;0,296903834;0,216059632;0,04790227;0,161423818;0,04790227;0,08020657;0,054872716;0,780570652;0,047435711;0,033244173;0,475909608;0,386671954;0,312418948;0,137555284;0,470432431;0,048957828;0,429110412;0,079349904;0,022721764;0,621621622;0,102672884;0,327092961;0,787878788;0,27872558;0,438087955;0,875;0,558474005;0,363980527;0,234375;0,390968085;0,15298666;0,257028112;0,177915412;0,048383831;0,361054767;0,123181997;0,496410998;0,399644301;0,166956215;0,093868021;0,587173356;0,563452958;0,087019859;0,014281969;0,080093719;0,006510421;0,072704287;0,072375484;0,116835236;0,261587351;0,126849579;0,055708725;0,516222322;0,358759253;0,218459201;0,484171224;0,450982603;0,243908078;0,188691328;0,147102867;0,101854975;0,056586981;0,032684032;0,087448182;0,297369159;0,054724881;0,042260126;0,394044871;0,925165327;414092;0,820566623;0,012390887;0,957875429;0,998447205;0,410639669;0,000758988;0,997150999;50,49721624;190;61,65921583;60;60;60;2518,236;6,825526107;1;9,927543213;0,397908979;0,397293973;-0,000615006;0,462196862;0,461483595;-0,000713267
0,075219041;0,832293911;0,729161911;0;0,018063553;0,612264576;0,115646259;0,832317293;0,431679076;0,090072498;0,70052719;0,107217705;0,505586551;0,115646259;0,018348624;0;0,458194032;0,309773846;0,09750054;0,70052719;0,09750054;0,034615294;0,003063547;0,111413043;0,000628662;0,440580818;0,575521217;0,679634033;0,882432431;0,109090641;0,527107573;0,035385361;0,504696276;0,038718929;0,037302025;1;0,671187988;0,76780464;0,96969697;0,638844187;0,658770373;0,9609375;0,907259383;0,336998389;0,015625;0,402154652;0,076223158;0,200803213;0,085311943;0;0,060851927;0,02314553;0,144658316;0,098807107;0,888279963;0,252224686;0,718420133;0,3488075;0,005628145;0;0,003613159;0,53146241;0,273897314;1;0,794584727;0,919203418;1;0,583050318;0,992625429;0,73927302;0,322322706;0,653100109;0,451706299;0,096137657;0,116977442;0,136796594;0,253189011;0,006305771;0,021392175;0,311869919;0,083961235;0,044668463;0,21427893;0,262742923;0,954964708;399423;0,820615868;0,011853297;0,943125399;0,996840442;0,262199941;0,000771532;0,997504087;85,15105507;197;61,08242139;60;60;60;2473,156;8,87989566;1;8,461856201;0,391143911;0,390528905;-0,000615006;0,45363766;0,452924394;-0,000713267
0,096978386;0,540484704;0,356978278;0;0,017031291;0,729142817;0,136054422;0,540499536;0,358050086;0,106939412;0,353470406;0,140487468;0,521724041;0,136054422;0,036697248;0;0,363153852;0,254957346;0,066372023;0,353470406;0,066372023;0,043535937;0,051615302;0,557065217;0,025592688;0,043179213;0,370918869;0,390270697;0,427029669;0,100699053;0,365973189;0,062045565;0,368336732;0,103728489;0,012882838;0,743243243;0,093753317;0,074081335;1;0,109054501;0,329575407;1;0,305917935;0,345729902;0,25390625;0,375419287;0,13192077;0,190763052;0,124095913;0,034718032;0,194726166;0,081213676;0,353005159;0,106526343;0,356397021;0,016813685;0,324414835;0,823779727;0,073610777;0,012186394;0,012530879;0,020505916;0,064446231;0,105437745;0,27655777;0,107512877;0,065503565;0,163725371;0,419345489;0,322876289;0,278239103;0,63824275;0,505855305;0,184758285;0,189552167;0,189163545;0,191825877;0,057708073;0,026864968;0,06327243;0,093204864;0,031044242;0,115714237;0,255525669;0,993127421;351056;0,820806901;0,001632127;0,88173824;0,998313659;0,042777138;0,000824087;0,999530145;639,1862519;127;60,09334693;60;60;60;2318,316;24,42671956;1;1,985290814;0,365928659;0,365313653;-0,000615006;0,42510699;0,424393723;-0,000713267
0,080441336;0,360024384;0,189783746;0;0,00909591;0,921300277;0,108843537;0,360044302;0,246779012;0,106848389;0,199619948;0,256193368;0,636274994;0,108843537;0,174311927;0;0,168830074;0,145348226;0,022021229;0,199619948;0,022021229;0,133017692;0,136146959;0,637228261;0,076870104;0,023309133;0,241184702;0,488828069;0,220794619;0,188810725;0,308112361;0,041202133;0,324246761;0,056405354;0,013278821;0,851351351;0,093110283;0,167741846;0,560606061;0,183544841;0,291926751;0,9375;0,370417236;0,250367354;0;0,202151264;0,053136673;0,4437751;0,10585686;0,075092142;0,254563895;0,174743683;0,30227803;0,177587909;0,203018337;0,101119068;0,675347207;0,439064947;0,073242715;0,082824667;0,051036456;0,042538755;0,053323889;0,113676832;0,397864157;0,254942581;0,205688975;0,316214847;0,456667207;0,294651466;0,18471262;0,345564711;0,30522219;0,212855992;0,135798892;0,088604086;0,043494782;0,142643919;0,065776698;0,043733132;0,168182529;0,064836212;0,130730223;0,169165555;0,992961346;319790;0,8209517;0,001951602;0,857998696;0,998233216;0,042730659;0,000863288;0,999451275;729,9538904;131;60,08912099;60;60;60;2212,476;26,08940545;1;1,980613675;0,410209102;0,409594096;-0,000615006;0,476462197;0,47574893;-0,000713267
0,094717089;0,411062022;0,232189013;0;0,023097424;0,756210659;0,115646259;0,411072319;0,310549359;0,127920705;0,225269084;0,230342024;0,462416194;0,115646259;0,114678899;0;0,165728365;0,100294213;0,010709148;0,225269084;0,010709148;0,156021125;0,114085848;0,489130435;0,047411221;0,141001146;0,288619129;0,484128972;0,288772317;0,258460903;0,25542226;0,042656326;0,250732809;0,0583174;0,01869016;0,621621622;0,126919338;0,075716752;0,787878788;0,109373902;0,168362779;1;0,24045672;0,32700866;0,22265625;0,321428756;0,186069415;0,257028112;0,213234899;0,077091467;0,144016227;0,149930062;0,46708923;0,153343688;0,23494661;0,032960829;0,212037259;0,681949385;0,26958109;0,047703146;0,031898469;0,058210725;0,063318531;0,145013983;0,489120144;0,115777299;0,119500509;0,455375809;0,279481263;0,189622591;0,215895618;0,476448229;0,412730809;0,197626931;0,298209349;0,302995056;0,187739782;0,113023847;0,051033069;0,056452335;0,140368079;0,045715534;0,114734643;0,215084631;0,978157577;353430;0,8207967;0,00369011;0,954855406;0,998319328;0,133586593;0,000821325;0,998969301;164,2870718;159;60,45513114;60;60;60;2326,156;12,41826308;1;5,048907023;0,367158672;0,366543665;-0,000615006;0,426533524;0,425820257;-0,000713267
0,106973285;0,575405005;0,394888714;0;0,012290105;0,880758586;0,102040816;0,575394232;0,358865744;0,105911387;0,283352216;0,129746835;0,612398369;0,102040816;0,041284404;0;0,267325336;0,212078689;0,046181472;0,283352216;0,046181472;0,035597591;0,033876109;0,696331522;0,022312297;0,311425296;0,477320501;0,403022221;0,313998626;0,103997123;0,415184764;0,01987397;0,445697151;0,043021033;0,024108106;0,027027027;0,217908918;0,548265501;0,96969697;0,56557342;0,537146678;0,515625;0,812096275;0,218539198;0,2109375;0,305322432;0,120489568;0,104417671;0,095034265;0,029679952;0,298174442;0,069723418;0,322017942;0,234271506;0,292953885;0,395204235;0,944231107;0,335583974;0,026109008;0,006003969;0,030268898;0,062061268;0,076164596;0,269122604;0,610874777;0,714889232;0,710675499;0,478592642;0,768435392;0,558150129;0,279647633;0,426808555;0,301125721;0,104430966;0,121273279;0,117848226;0,167593338;0,035974726;0,017343669;0,0879831;0,191462039;0,032223368;0,029963309;0,444178217;0,996370159;333506;0,820885669;0,000735893;0,881775207;0,998269896;0,024087164;0,000845415;0,999790746;1356,484366;128;60,04355844;60;60;60;2259,516;34,92917097;1;1,272226835;0,388068881;0,387453875;-0,000615006;0,450784593;0,450071327;-0,000713267
0,096056999;0,438490583;0,256568587;0;0,015970011;0,855559713;0,210884354;0,43847052;0,316906659;0,114619434;0,170295674;0,122339503;0,56691823;0,210884354;0,082568807;0;0,160103694;0,076606407;0,006378266;0,170295674;0,006378266;0,110620033;0,099849141;0,033288043;0,044801901;0,601834161;0,386419436;0,256722405;0,219963697;0,172791352;0,319185122;0,091614154;0,328804217;0,144359465;0,011373503;0,702702703;0,09214257;0,110093828;0,545454545;0,132972163;0,136917012;0,921875;0,195784665;0,27882716;0,40625;0,461773657;0,177660737;0,156626506;0,238890407;0,030759228;0,192697769;0,093622652;0,249754234;0,114659842;0,173951071;0,037292771;0,097349397;0,859656124;0,236685757;0,014769332;0,012549093;0,022847312;0,047035686;0,073632715;0,220796336;0,127835567;0,086796794;0,249992429;0,184802025;0,124815277;0,200724088;0,559319453;0,461050017;0,172102977;0,293338963;0,243370798;0,122247908;0,051776975;0,027020428;0,07996282;0,070298821;0,020752936;0,084406666;0,421601698;0,962537934;355812;0,820786567;0,007505293;0,939089401;0,998324958;0,2143671;0,000818581;0,998306195;95,55502533;167;60,73232775;60;60;60;2333,996;9,514447151;1;6,237101747;0,376383764;0,375768758;-0,000615006;0,437232525;0,436519258;-0,000713267
0,140760459;0,657940848;0,491654743;0;0,010955434;0,889449672;0,088435374;0,657958012;0,38183392;0,088501718;0,293312139;0,184276198;0,586558643;0,088435374;0,077981651;0;0,233335242;0,137818729;0,019850231;0,293312139;0,019850231;0,11914584;0,034259868;0,049592391;0,023821844;0,604891097;0,60210341;0,483016068;0,468693188;0,130843651;0,536675419;0,039263209;0,501113622;0,04206501;0,047447277;0;0,510969884;0,301171183;0,696969697;0,387707833;0,626053981;0,6875;0,802674354;0,343365995;0,1484375;0,502880149;0,206742989;0,088353414;0,191914979;0,043142965;0,312373225;0,115241983;0,216322194;0,351154785;0,372845881;0,089531976;0,532496646;0,499864559;0,057618406;0,006709593;0,031031576;0,387379941;0,186513585;0,45814769;0,491781817;0,334075835;0,201989308;0,145998978;0,673543232;0,453159636;0,208675095;0,63028488;0,430865134;0,084856361;0,213669916;0,196046436;0,15161232;0,057364114;0,03065806;0,084240117;0,253675571;0,050754019;0,043808112;0,222363155;0,995466688;349872;0,820812027;0,000543975;0,93274257;0,998310811;0,030572997;0,000825476;0,999834899;968,4739741;125;60,0579955;60;60;60;2314,396;29,56306779;1;1,455301071;0,365928659;0,365313653;-0,000615006;0,42510699;0,424393723;-0,000713267
0,041426149;0,773447855;0,643978461;0;0,025181394;0,655438041;0,136054422;0,77350892;0,681386974;0,144125018;0,541319549;0,245506981;0,452423056;0,136054422;0,036697248;0;0,334135373;0,389876847;0,153718024;0,541319549;0,153718024;0,037435924;0,015142366;0,052309783;0,002410148;0,30225449;0,578902562;0,674557992;0,437688274;0,043592435;0,755809484;0,075133301;0,50419022;0,067877629;0,051590232;0;0,097886316;0,118121528;0,787878788;0,160672695;0,425787796;0,890625;0,482810862;0,724257208;0,2578125;0,484043966;0,185541241;0,21686747;0,132968531;0,031685754;0,152129817;0,058874477;0,308787943;0,228046085;0,548532678;0,02219163;0,333528476;0,846380854;0,039541185;0,003221004;0,02478754;0,0169825;0,070867405;0,108603757;0,240188789;0,181377662;0,170312833;0,410129314;0,562886168;0,385672503;0,213443087;0,861422874;0,823573838;0,262478405;0,193867671;0,203555397;0,209474395;0,034878992;0,019509448;0,127407489;0,227693888;0,044931696;0,042090499;0,387576546;0,953640955;370272;0,820727173;0,011872944;0,936235123;0,998357964;0,261776836;0,000802493;0,997387718;86,68380225;190;60,99255952;60;60;60;2381,036;8,96199088;1;7,773656839;0,394833948;0,394218942;-0,000615006;0,458630528;0,457917261;-0,000713267
0,037866636;0,46513955;0,281320021;0;0,015363008;0,85627894;0,115646259;0,465204334;0,276615096;0,10599445;0,158687432;0,1512281;0,465927383;0,115646259;0,073394495;0;0,222381901;0,156552165;0,025460062;0,158687432;0,025460062;0,110797498;0,089790137;0,666440217;0,061750329;0,024073366;0,44816083;0,408050968;0,282120528;0,19124834;0,414200671;0,040232671;0,43123325;0,068833652;0,060266322;0;0,245711344;0,160306145;0,212121212;0,31517741;0,415811733;0,984375;0,448923948;0,336821963;0,1484375;0,432780984;0,165150101;0;0,205912101;0,082102815;0,251521298;0,219690476;0,327070425;0,177053791;0,162096994;0,079270361;0,444337882;0,64278495;0,115901531;0,048311452;0,019421902;0,037873469;0,142351355;0,208962612;0,152059226;0,257799726;0,253939815;0,571858375;0,441132192;0,3321976;0,278182237;0,504334923;0,420354408;0,169721971;0,2116302;0,256484327;0,275846196;0,125523728;0,044566395;0,02226617;0,108874872;0,031535069;0,077176868;0,38938104;0,993097368;342810;0,820843156;0,000926291;0,927250298;0,998293515;0,043259365;0,000833905;0,999669321;954,1142215;133;60,07794113;60;60;60;2290,876;29,34203813;1;1,799205189;0,372078721;0,371463715;-0,000615006;0,432239658;0,431526391;-0,000713267
0,092804448;0,467843063;0,283889663;0;0,14460525;0,320589427;0,945578231;0,467835018;0,77903051;0,325527778;0,217418847;0,716250441;0,096340289;0,945578231;0,582568807;0;0,204709725;0,062436784;0,004320169;0,217418847;0,004320169;0,506149336;0,778174163;0,690896739;1;0,77607948;0,377544975;0,049562672;0,211625837;0,521796218;0,159666006;1;0,165821251;1;0,004778389;0,162162162;0,069716194;0,033652315;0,575757576;0,047495172;0,042632633;0,78125;0,066424699;0,060259538;0,3125;0,105987663;0,105871082;0,176706827;0,145506644;0,257061409;0,294117647;0,66108964;0,894123828;0,917531605;0,217367951;0,004362717;0,012438739;0,049626015;0,074947817;0,543004364;0,673829338;0,005389679;0,028078204;0,08234297;0,438638984;0,041351989;0,020719312;0,140190149;0,065226147;0,041144494;0,17524581;0,133930649;0,126042034;0,230708821;0,169709283;0,162737041;0,1692484;0,51327533;0,787067742;0,474918798;0,954459376;1;0,587037238;0,325032216;0,862574634;214832;0,821651464;0,037197543;0,960118047;0,997844828;0,740195962;0,001052409;0,993233941;27,48898342;223;64,41374656;60;60;60;1812,636;5,024490452;1;19,0129356;0,411439114;0,410824108;-0,000615006;0,47788873;0,477175464;-0,000713267
0,095254338;0,24107031;0,105890085;0;0,018463782;0,868559358;0,115646259;0,24107554;0,202623027;0,155633355;0,098473811;0,581404184;0,543443633;0,115646259;0,385321101;0;0,112255029;0,089888184;0,008669381;0,098473811;0,008669381;0,179189085;0,067621479;0,582201087;0,061152784;0,308368361;0,180007744;0,363850475;0,06483133;0,161045996;0,20162735;0,039263209;0,191892773;0,052581262;0,029970198;0,783783784;0,228859663;0,096786886;0,606060606;0,180060359;0,17419721;0,875;0,216991577;0,165402275;0;0,187324253;0,06315984;0,068273092;0,064135942;0,017239645;0,212981744;0,063362952;0,209313691;0,337268146;0,100634297;0,124398865;0,382927421;0,616651813;0,05901006;0,023784823;0,220853538;0,038520006;0,148648491;0,300488248;0,307133104;0,163596393;0,158676616;0,486033008;0,261980381;0,189467407;0,248161006;0,317722373;0,275545041;0,203073149;0,090194;0,098428738;0,20930605;0,038426542;0,027170213;0,129851798;0,312817522;0,065645016;0,047906852;0,195205723;0,999713072;279312;0,821174226;3,95E-05;0,84492044;0,998109641;0,002309522;0,000923487;0,999980271;15998,3706;93;60,00209085;60;60;60;2067,436;122,3822986;1;0,217644996;0,41697417;0,416359164;-0,000615006;0,484308131;0,483594864;-0,000713267
0,092588263;0,230546415;0,099474786;0;0,00791122;0,971088217;0,108843537;0,230551168;0,112433378;0,088904094;0,092638066;0,522468408;0,635724883;0,108843537;0,610091743;0;0,088014578;0,066923379;0,004928703;0,092638066;0,004928703;0,304820354;0,081459236;0,870244565;0,180407229;0,696599159;0,172659261;0,426999066;0,060803154;0,327158889;0,196405607;0,047018905;0,160364683;0,063097514;0,016730932;0,783783784;0,119855444;0,164105674;0,787878788;0,129368441;0,160837504;0,5625;0,199828961;0,197138401;0;0,175165381;0,055691054;0,072289157;0,07738504;0,04267946;0,894523327;0,135394866;0,28216411;0,369128366;0,093650842;0,092573163;0,314291917;0,556037112;0,090877263;0,078207649;0,279172135;0,020382815;0,0625458;0,140097115;0,430253013;0,155355052;0,086797265;0,159636512;0,230788734;0,133871356;0,131992388;0,292252589;0,258748848;0,205853783;0,109437511;0,086686605;0,09943066;0,094024189;0,046164726;0,071176631;0,348078392;0,055822479;0,021114264;0,101188609;0,999911924;273006;0,82121329;1,47E-05;0,79999266;0,998087954;0,000629265;0,000934049;0,99999266;37123,94403;68;60,00021978;60;60;60;2043,916;188,0919903;1;0,038276969;0,417589176;0,41697417;-0,000615006;0,485021398;0,484308131;-0,000713267
